family,complex_id,level,grid_points,closure_status,exact_semantics,residual_l2,output_l2,minimum_source_necessity,maximum_source_necessity,all_sources_necessary
elastic_dubler,parity_localized_pdfi_response_operator,B,9,satisfied,False,0.0,22.10463147458789,4.546184582815695,4.546184582815695,True
elastic_dubler,elasticity_scaled_spectral_operator_flow,B,9,satisfied,False,0.0,1.9969734611467822,0.13862489824980812,0.13862489824980812,True
elastic_dubler,observable_entropy_redistribution_channel,B,9,satisfied,False,0.0,1.2209678366639978,0.31269833212471776,0.3844219646606842,True
elastic_dubler,temporal_directed_elastic_transport,B,9,open,False,1.5076237717850973,2.736582372567016,0.19364916731037085,1.2066494345643617,True
elastic_dubler,information_calibrated_quantum_spectral_response,B,9,satisfied,False,9.354905487120434e-16,8.258783309961258,1.243210112360933,2.533391281163745,True
elastic_dubler,elasticity_weighted_spatial_heterogeneity,B,9,satisfied,False,0.0,2.9365131403526914,1.0089571660509333,1.0089571660509333,True
elastic_dubler,parity_elastic_spectral_spatial_closure,C,9,numerical_candidate,False,0.0,4.679610208291017,0.03821508896462865,0.03821508896462865,True
elastic_dubler,observable_conserved_directed_transport_closure,C,9,open,False,0.2029954766543896,1.8970135544515425,0.07370370370370372,0.1326666666666667,True
elastic_dubler,spatially_calibrated_quantum_information_closure,C,9,open,False,0.27353707402141586,3.3091296155028913,0.3725695652786547,0.3725695652786547,True
elastic_dubler,parity_localized_pdfi_response_operator,B,17,satisfied,False,0.0,33.21827182650712,5.616201158229671,5.616201158229671,True
elastic_dubler,elasticity_scaled_spectral_operator_flow,B,17,satisfied,False,0.0,2.0709040385803927,0.13014292243787204,0.13014292243787204,True
elastic_dubler,observable_entropy_redistribution_channel,B,17,satisfied,False,0.0,1.2182608261124255,0.31195887405288864,0.38382071218258407,True
elastic_dubler,temporal_directed_elastic_transport,B,17,open,False,2.0694202191260214,4.22048891612346,0.25248762345905196,1.6577956614003158,True
elastic_dubler,information_calibrated_quantum_spectral_response,B,17,satisfied,False,6.280369834735101e-16,14.525535058168964,1.6207634514965763,3.464332801039375,True
elastic_dubler,elasticity_weighted_spatial_heterogeneity,B,17,satisfied,False,0.0,3.8357612851018423,1.2456768114272994,1.2456768114272994,True
elastic_dubler,parity_elastic_spectral_spatial_closure,C,17,numerical_candidate,False,0.0,5.770097471476167,0.05630046817098189,0.05630046817098189,True
elastic_dubler,observable_conserved_directed_transport_closure,C,17,open,False,0.20084008976742126,2.3221637683665994,0.05350050552272051,0.18019226601922578,True
elastic_dubler,spatially_calibrated_quantum_information_closure,C,17,open,False,0.27353707402141586,4.362129684700728,0.4851106999099265,0.4851106999099265,True
elastic_dubler,parity_localized_pdfi_response_operator,B,33,satisfied,False,0.0,63.73599982359261,7.877435860112723,7.877435860112723,True
elastic_dubler,elasticity_scaled_spectral_operator_flow,B,33,satisfied,False,0.0,2.938070575880503,0.18166345967411396,0.18166345967411396,True
elastic_dubler,observable_entropy_redistribution_channel,B,33,satisfied,False,0.0,1.2167845178843282,0.3115555332864364,0.3834929599372012,True
elastic_dubler,temporal_directed_elastic_transport,B,33,open,False,2.8815483114234706,6.993888320759545,0.3418698582794336,2.3095278923790823,True
elastic_dubler,information_calibrated_quantum_spectral_response,B,33,satisfied,False,1.831026719408895e-15,27.048120798879147,2.194393264822746,4.814528094977222,True
elastic_dubler,elasticity_weighted_spatial_heterogeneity,B,33,satisfied,False,0.0,5.781348369877891,1.7469962292185421,1.7469962292185421,True
elastic_dubler,parity_elastic_spectral_spatial_closure,C,33,numerical_candidate,False,0.0,8.048938335218482,0.08557479959954681,0.08557479959954681,True
elastic_dubler,observable_conserved_directed_transport_closure,C,33,open,False,0.2002227108259837,3.060537599114129,0.038349835115088576,0.25197486428112936,True
elastic_dubler,spatially_calibrated_quantum_information_closure,C,33,open,False,0.27353707402141586,5.9699090844169085,0.6563655186113153,0.6563655186113153,True
locality_driven_gravity,rotation_pitch_coupling_invariant,B,9,satisfied,False,5.003707553108401e-17,3.0471745828628385,0.35751070341433183,0.35751070341433183,True
locality_driven_gravity,screened_halo_response,B,9,satisfied,False,0.0,6.061757081678911,1.9487215670819011,1.9487215670819011,True
locality_driven_gravity,confined_filament_persistence,B,9,satisfied,False,0.0,12.774755843912137,3.391686415015317,3.391686415015317,True
locality_driven_gravity,information_bearing_cluster_web_stability,B,9,satisfied,False,0.0,21.3571498333291,4.476445839634396,4.476445839634396,True
locality_driven_gravity,screened_rotation_halo_geometry,C,9,open,False,2.994942650240715,4.7154745880712055,0.1080510116302007,2.8206325199475497,True
locality_driven_gravity,information_preserving_cosmic_network_closure,C,9,open,False,2.219524165221005,7.916040523717363,4.554844977096636,4.554844977096636,True
locality_driven_gravity,rotation_pitch_coupling_invariant,B,17,open,False,0.006923979972244838,4.192791657645761,0.49170548607236825,0.49170548607236825,True
locality_driven_gravity,screened_halo_response,B,17,satisfied,False,0.0,9.653844508434636,2.6733646466759122,2.6733646466759122,True
locality_driven_gravity,confined_filament_persistence,B,17,satisfied,False,0.0,21.991705524063846,4.544375074893463,4.544375074893463,True
locality_driven_gravity,information_bearing_cluster_web_stability,B,17,satisfied,False,0.0,37.43656571292607,6.004844138654731,6.004844138654731,True
locality_driven_gravity,screened_rotation_halo_geometry,C,17,open,False,3.9517101391666003,6.288301779071977,0.14433174319399836,3.8832215608583067,True
locality_driven_gravity,information_preserving_cosmic_network_closure,C,17,open,False,2.219524165221005,10.40688590767138,6.246505439916517,6.246505439916517,True
locality_driven_gravity,rotation_pitch_coupling_invariant,B,33,open,False,0.01229496401196503,5.852006371992274,0.6853578675136076,0.6853578675136076,True
locality_driven_gravity,screened_halo_response,B,33,satisfied,False,0.0,16.537189510209252,3.721281615334697,3.721281615334697,True
locality_driven_gravity,confined_filament_persistence,B,33,satisfied,False,0.0,40.33168140502183,6.240783775737072,6.240783775737072,True
locality_driven_gravity,information_bearing_cluster_web_stability,B,33,satisfied,False,0.0,69.51693271815356,8.252377209062482,8.252377209062482,True
locality_driven_gravity,screened_rotation_halo_geometry,C,33,open,False,5.37501525063692,8.63213739931208,0.2005176453209155,5.41496702937183,True
locality_driven_gravity,information_preserving_cosmic_network_closure,C,33,open,False,2.219524165221005,14.18024699348099,8.693036857666186,8.693036857666186,True
black_hole_dynamics,spatiotemporal_hawking_flux_density,B,9,open,False,0.3902227234957296,0.8440015649126977,0.4214181768773054,0.4214181768773054,True
black_hole_dynamics,observer_accessible_curvature_memory,B,9,satisfied,False,0.0,4.2674634727987835,0.3733293200467153,3.0131449453487336,True
black_hole_dynamics,certified_residual_memory_lower_bound,B,9,open,False,0.5922489883881558,1.0930590079419202,0.35992543224151846,0.4777748831328482,True
black_hole_dynamics,observable_hawking_memory_certification,C,9,open,False,0.8431010364760373,3.3274923481955727,0.01882275862423865,0.3430371331905842,True
black_hole_dynamics,spatiotemporal_hawking_flux_density,B,17,open,False,0.5400263785229591,1.0993652349761014,0.5783987772475466,0.5783987772475466,True
black_hole_dynamics,observer_accessible_curvature_memory,B,17,satisfied,False,0.0,5.864583322940853,0.5030730029899001,4.139542574851376,True
black_hole_dynamics,certified_residual_memory_lower_bound,B,17,open,False,0.8142412118828269,1.5700828380192415,0.49477908806459203,0.6569130406825487,True
black_hole_dynamics,observable_hawking_memory_certification,C,17,open,False,1.1214292262505885,4.528728721488808,0.024907420847616765,0.47160267735524497,True
black_hole_dynamics,spatiotemporal_hawking_flux_density,B,33,open,False,0.7522965702620577,1.5692173415876094,0.8073328935174542,0.8073328935174542,True
black_hole_dynamics,observer_accessible_curvature_memory,B,33,satisfied,False,0.0,8.17196166978249,0.6948679862752277,5.766341324012447,True
black_hole_dynamics,certified_residual_memory_lower_bound,B,33,open,False,1.134795115351887,2.3649339283470776,0.689763547716813,0.9153340708225762,True
black_hole_dynamics,observable_hawking_memory_certification,C,33,open,False,1.5370068239253027,6.27198707123641,0.03401618967726193,0.6571757409982175,True
elastic_pi_ripples,flowpoint_resolved_dfi_memory_transfer,B,9,satisfied,False,8.973449613217548e-19,1.9053801320367985,0.058023497306788185,0.058023497306788185,True
elastic_pi_ripples,shock_gated_stochastic_tilt_production,B,9,satisfied,False,0.0,2.022367792655669,0.16568542494923788,0.16568542494923788,True
elastic_pi_ripples,environment_tomography_information_metric,B,9,satisfied,False,1.2266347333466993e-18,3.9126329521390426,0.15374906032417265,0.15374906032417265,True
elastic_pi_ripples,memory_shock_environmental_reconstruction,C,9,numerical_candidate,False,3.336446474703022e-16,5.274609441256809,0.027587697416389074,2.0025566357437845,True
elastic_pi_ripples,flowpoint_resolved_dfi_memory_transfer,B,17,satisfied,False,9.273974404532539e-19,1.936715124578471,0.09316000310811551,0.09316000310811551,True
elastic_pi_ripples,shock_gated_stochastic_tilt_production,B,17,open,False,0.1872744876972497,2.7759427835433956,0.18728887090001123,0.18728887090001123,True
elastic_pi_ripples,environment_tomography_information_metric,B,17,open,False,2.0175020021024768,6.040484612441499,0.265539403223302,0.265539403223302,True
elastic_pi_ripples,memory_shock_environmental_reconstruction,C,17,numerical_candidate,False,1.055122648962215e-15,8.296715960356558,0.07568587985741711,2.65289181269342,True
elastic_pi_ripples,flowpoint_resolved_dfi_memory_transfer,B,33,satisfied,False,7.123890291015935e-18,2.323634740977791,0.18194108837986542,0.18194108837986542,True
elastic_pi_ripples,shock_gated_stochastic_tilt_production,B,33,open,False,0.2733168071930457,3.862674912876568,0.23268170097577487,0.23268170097577487,True
elastic_pi_ripples,environment_tomography_information_metric,B,33,open,False,8.512238543624672,12.88902563371838,0.9436880054324251,0.9436880054324251,True
elastic_pi_ripples,memory_shock_environmental_reconstruction,C,33,numerical_candidate,False,6.327297285568804e-15,15.157126148816772,0.0884252638145105,3.4731690544673213,True
